axis,level,seed,estimator,est,se,target,identity_diff,first_stage_F
sites,2,47,pooled,0.3161525781745078,0.05292958047931631,0.30000000000000004,5.551115123125783e-17,418.80865686794664
sites,2,47,fedmr_cf,0.29837656818642594,0.059651774224465264,0.30000000000000004,5.551115123125783e-17,418.80865686794664
sites,2,47,site_meta,0.31626417645696975,0.052823238850211236,0.30000000000000004,5.551115123125783e-17,418.80865686794664
sites,2,47,sumstats,0.32056714674400605,0.055357005054233105,0.30000000000000004,5.551115123125783e-17,418.80865686794664
sites,2,48,pooled,0.3118001169341534,0.05497373245339525,0.29999999999999993,2.7755575615628914e-16,390.40854030286073
sites,2,48,fedmr_cf,0.3100196040063857,0.06264650989026073,0.29999999999999993,2.7755575615628914e-16,390.40854030286073
sites,2,48,site_meta,0.3120804955325066,0.05504843229396746,0.29999999999999993,2.7755575615628914e-16,390.40854030286073
sites,2,48,sumstats,0.30984978744968245,0.0575321703853015,0.29999999999999993,2.7755575615628914e-16,390.40854030286073
sites,2,49,pooled,0.26186989084734874,0.04152305851127582,0.3,5.551115123125783e-17,749.4465000217125
sites,2,49,fedmr_cf,0.24803606669128392,0.04424475501501272,0.3,5.551115123125783e-17,749.4465000217125
sites,2,49,site_meta,0.26219703522782495,0.04147933596661949,0.3,5.551115123125783e-17,749.4465000217125
sites,2,49,sumstats,0.256579282777664,0.04333432937177425,0.3,5.551115123125783e-17,749.4465000217125
sites,2,50,pooled,0.387068719308075,0.044665580901179947,0.3,2.220446049250313e-16,630.1115095665895
sites,2,50,fedmr_cf,0.3857746319002927,0.04903181403206217,0.3,2.220446049250313e-16,630.1115095665895
sites,2,50,site_meta,0.38748587068995055,0.04469164460888172,0.3,2.220446049250313e-16,630.1115095665895
sites,2,50,sumstats,0.39239324268005055,0.04794214327355486,0.3,2.220446049250313e-16,630.1115095665895
sites,2,51,pooled,0.43587861815517737,0.059102853891129806,0.3,2.7755575615628914e-16,349.2137499329061
sites,2,51,fedmr_cf,0.4224628538624585,0.06896825971141936,0.3,2.7755575615628914e-16,349.2137499329061
sites,2,51,site_meta,0.4329750466454479,0.05835587766303089,0.3,2.7755575615628914e-16,349.2137499329061
sites,2,51,sumstats,0.43236988925685516,0.06439978937642647,0.3,2.7755575615628914e-16,349.2137499329061
sites,2,52,pooled,0.23968537603859152,0.034842225795100344,0.3,8.326672684688674e-17,977.0601664016201
sites,2,52,fedmr_cf,0.23324975822192134,0.03692315535725943,0.3,8.326672684688674e-17,977.0601664016201
sites,2,52,site_meta,0.2390263792525372,0.034842872406037305,0.3,8.326672684688674e-17,977.0601664016201
sites,2,52,sumstats,0.23577083459798628,0.03605782443550436,0.3,8.326672684688674e-17,977.0601664016201
sites,2,53,pooled,0.30580015711810266,0.050039053010810804,0.3,0.0,455.53530184432196
sites,2,53,fedmr_cf,0.29316342365778775,0.05582494833639153,0.3,0.0,455.53530184432196
sites,2,53,site_meta,0.3073799724353692,0.05014484989717628,0.3,0.0,455.53530184432196
sites,2,53,sumstats,0.3079411957608965,0.05316305925385741,0.3,0.0,455.53530184432196
sites,2,54,pooled,0.30348445167618987,0.04268600231399531,0.30000000000000004,2.220446049250313e-16,657.4427231803317
sites,2,54,fedmr_cf,0.3012748241383611,0.04628764187162188,0.30000000000000004,2.220446049250313e-16,657.4427231803317
sites,2,54,site_meta,0.3035231547123491,0.0421125470125986,0.30000000000000004,2.220446049250313e-16,657.4427231803317
sites,2,54,sumstats,0.30138679858590134,0.04491499059293109,0.30000000000000004,2.220446049250313e-16,657.4427231803317
sites,2,55,pooled,0.2948066131837873,0.04337441351060564,0.3,2.220446049250313e-16,630.3843819154407
sites,2,55,fedmr_cf,0.2858604067568372,0.04652635021833756,0.3,2.220446049250313e-16,630.3843819154407
sites,2,55,site_meta,0.2948067381786507,0.04333768695797037,0.3,2.220446049250313e-16,630.3843819154407
sites,2,55,sumstats,0.29402784816295097,0.04561412457605799,0.3,2.220446049250313e-16,630.3843819154407
sites,2,56,pooled,0.32453553681453196,0.03858144393862606,0.3,8.881784197001252e-16,852.4743498495122
sites,2,56,fedmr_cf,0.32022298899981694,0.04068646212186171,0.3,8.881784197001252e-16,852.4743498495122
sites,2,56,site_meta,0.32418668014313934,0.03860217990403657,0.3,8.881784197001252e-16,852.4743498495122
sites,2,56,sumstats,0.3247580377147119,0.04056646173882443,0.3,8.881784197001252e-16,852.4743498495122
sites,2,57,pooled,0.2500627553716747,0.042708738234850586,0.3,2.7755575615628914e-16,698.4419251551834
sites,2,57,fedmr_cf,0.22972470276583706,0.0467803039945166,0.3,2.7755575615628914e-16,698.4419251551834
sites,2,57,site_meta,0.25043820502470443,0.04269829428240092,0.3,2.7755575615628914e-16,698.4419251551834
sites,2,57,sumstats,0.2550490025147414,0.04513934220437853,0.3,2.7755575615628914e-16,698.4419251551834
sites,2,58,pooled,0.344677180631866,0.048399724930756276,0.30000000000000004,1.6653345369377348e-16,561.1862403803207
sites,2,58,fedmr_cf,0.33719051805678935,0.05392068770636295,0.30000000000000004,1.6653345369377348e-16,561.1862403803207
sites,2,58,site_meta,0.34564897046738197,0.04836733641337172,0.30000000000000004,1.6653345369377348e-16,561.1862403803207
sites,2,58,sumstats,0.34359632937830764,0.05159809888728557,0.30000000000000004,1.6653345369377348e-16,561.1862403803207
sites,2,59,pooled,0.30915338832426137,0.03930954629242635,0.3,4.440892098500626e-16,850.8454472568524
sites,2,59,fedmr_cf,0.29472949053544456,0.042111699835946474,0.3,4.440892098500626e-16,850.8454472568524
sites,2,59,site_meta,0.3089838639222117,0.03883247220826956,0.3,4.440892098500626e-16,850.8454472568524
sites,2,59,sumstats,0.31255567117146704,0.04117533378276533,0.3,4.440892098500626e-16,850.8454472568524
sites,2,60,pooled,0.25068208608667725,0.051371499152506314,0.3,5.551115123125783e-17,476.5705254598053
sites,2,60,fedmr_cf,0.23677760301705356,0.055985051451427584,0.3,5.551115123125783e-17,476.5705254598053
sites,2,60,site_meta,0.24948954380409,0.051270314930619745,0.3,5.551115123125783e-17,476.5705254598053
sites,2,60,sumstats,0.251006294329387,0.05420416028634922,0.3,5.551115123125783e-17,476.5705254598053
sites,2,61,pooled,0.2961607594103569,0.03650263741649404,0.3,2.220446049250313e-16,955.4672951839908
sites,2,61,fedmr_cf,0.2953864877534028,0.03853016963769601,0.3,2.220446049250313e-16,955.4672951839908
sites,2,61,site_meta,0.29895073234616626,0.03658659928830722,0.3,2.220446049250313e-16,955.4672951839908
sites,2,61,sumstats,0.29394668307532046,0.03872831017228294,0.3,2.220446049250313e-16,955.4672951839908
sites,2,62,pooled,0.30957541297473656,0.04222051212381534,0.3,7.216449660063518e-16,684.0502358127441
sites,2,62,fedmr_cf,0.3000964831093402,0.045444126288126496,0.3,7.216449660063518e-16,684.0502358127441
sites,2,62,site_meta,0.3096397913219168,0.042209873581733,0.3,7.216449660063518e-16,684.0502358127441
sites,2,62,sumstats,0.3199575877493109,0.04512517263587543,0.3,7.216449660063518e-16,684.0502358127441
sites,2,63,pooled,0.29717545790930744,0.03386674736878123,0.3,1.6653345369377348e-16,1183.769008471249
sites,2,63,fedmr_cf,0.2995414045212473,0.03513306256317713,0.3,1.6653345369377348e-16,1183.769008471249
sites,2,63,site_meta,0.2964353119161652,0.033797417725756854,0.3,1.6653345369377348e-16,1183.769008471249
sites,2,63,sumstats,0.29649955723051324,0.03501185149561797,0.3,1.6653345369377348e-16,1183.769008471249
sites,2,64,pooled,0.2744326043398328,0.03346889789097605,0.29999999999999993,8.326672684688674e-16,1064.37803289252
