site,round,stage,n_train,n_test,loss,mse,mae,r2,fs_r2
site09,2,global,6739,1685,1.1303972005844116,1.1303972005844116,0.8424303531646729,-0.0002268552780151,0.0352690201469616
site09,2,local,6739,1685,1.1316413879394531,1.1316413879394531,0.8426234722137451,-0.0013277530670166,0.0352690201469616
site09,3,global,6739,1685,1.130746603012085,1.130746603012085,0.842454731464386,-0.0005360841751098,0.0352690201469616
site09,3,local,6739,1685,1.1301839351654053,1.1301839351654053,0.8425100445747375,-3.814697265625e-05,0.0352690201469616
site09,4,global,6739,1685,1.1307227611541748,1.1307227611541748,0.8424521684646606,-0.0005149841308593,0.0352690201469616
site09,4,local,6739,1685,1.1333773136138916,1.1333773136138916,0.8430517911911011,-0.0028637647628784,0.0352690201469616
site10,0,global,7504,1876,1.0643247365951538,1.0643247365951538,0.8187776207923889,-0.0317294597625732,0.082569773232602
site10,0,local,7504,1876,1.0321074724197388,1.0321074724197388,0.8042737245559692,-0.00049889087677,0.082569773232602
site10,1,global,7504,1876,1.0318095684051514,1.0318095684051514,0.8041810393333435,-0.000210165977478,0.082569773232602
site10,1,local,7504,1876,1.0316585302352903,1.0316585302352903,0.8040595650672913,-6.365776062011719e-05,0.082569773232602
site10,2,global,7504,1876,1.032046675682068,1.032046675682068,0.804163932800293,-0.0004400014877319,0.082569773232602
site10,2,local,7504,1876,1.0316272974014282,1.0316272974014282,0.8040770292282104,-3.337860107421875e-05,0.082569773232602
site10,3,global,7504,1876,1.0317541360855105,1.0317541360855105,0.8040819764137268,-0.0001564025878906,0.082569773232602
site10,3,local,7504,1876,1.031652569770813,1.031652569770813,0.8040919899940491,-5.793571472167969e-05,0.082569773232602
site10,4,global,7504,1876,1.0317668914794922,1.0317668914794922,0.8040856122970581,-0.0001686811447143,0.082569773232602
site10,4,local,7504,1876,1.0316182374954224,1.0316182374954224,0.8040510416030884,-2.467632293701172e-05,0.082569773232602
